,text
270,Twitter erupts after Iran-Iraq earthquake https://t.co/oPUH56Lgyu https://t.co/2rhsYAhTZ6
271,'We Saw Homes Collapse': Survivors Tell Of Terrifying Moment Earthquake Hit Iran https://t.co/YaNDEpfgkV https://t.co/PbgF5lzfnE
272,Big earthquake in my Iran. Help them to stand up soon. https://t.co/LiNKO2Cftj
276,one of the painful picture of latest #earthquake in #iran. we pray for all of you people ❤️ #زلزله https://t.co/JQeBH9kICQ
277,Toronto Sign will be dimmed today to honour the tragic loss of life in Sunday's earthquake in Iraq and Iran. https://t.co/NLDmSmyI9G
278,BREAKING: BILL GATES DEVELOPING SMART CITY AZ AGENDA 21 AND 7.3 EARTHQUAKE HITS IRAN… https://t.co/l2P1FzEhux https://t.co/IDL2NTUl8w
279,Prayers for those who suffering the natural disaster in Iran ἞E἟7 and Iraq ἞E἟6 ὤF❤️ #Earthquake https://t.co/m62gkENhp3
280,"Donald Trump silent on deadly Iran-Iraq earthquake 24 hours after it happened, despite… https://t.co/0HJB1am668 https://t.co/9GeJa5uK0q"
281,Israel shaken but not moved to action by deadly earthquake on Iran-Iraq border https://t.co/y4HmXrpnlB https://t.co/macdQep346
282,How To Help Iran-Iraq Border Earthquake Victims Right Away https://t.co/djF9SxB46v https://t.co/TWXkFxKmZL
283,Iran-Iraq earthquake: Social media images show tragic aftermath https://t.co/qHmxeDAU21 https://t.co/b5ouPB8nkq
284,"Tune into #BBC world TV OS, talking about Iran #earthquake https://t.co/8aaJMNvoID"
285,Most heartbreaking photo of the day. No words. #iraniraqearthquake https://t.co/InT7Fn23No https://t.co/7bTowVdh71
286,Alex Jones | A massive 7.3 magnitude earthquake which struck on... https://t.co/a3NPPnLab9 https://t.co/sqLoZPlDgC
287,"Donald Trump is yet to address the deadly Iran-Iraq earthquake, but has had time to tweet https://t.co/Ja7ugokJ8B"
288,There Was A Major Earthquake On The Iran-Iraq Border &amp; Here's How You Can Help https://t.co/rpyYLPAExn https://t.co/9zWlLAfLjb
289,Is it true that An earthquake will reach kuwait soon ??? @USGS @USGSLandCover https://t.co/lZGmpXh9kU
290,Deacon is sad for the earthquake victims in Iraq. May God be with you. https://t.co/nr5uBAuTRj
291,Iraq: Relief International Assisting Earthquake-Affected Communities #humanitarian #newzealand #auckland https://t.co/pL2GA5WURg
292,#IranEarthquake: A united nation rising to help https://t.co/oXhxMY0R0m #PrayForIran #کرمانشاه https://t.co/5wNmI4TOSK
293,Iran-Iraq earthquake live blog https://t.co/mrML1cuRJd https://t.co/29fs6Ve8LP
294,Statement attributable to the @secgen on the earthquake in #Iran #HumanRights @UN https://t.co/Te4CVJ3sa8 https://t.co/tib6RdvIiK
295,Iran-Iraq earthquake: ‘The villages have vanished’ https://t.co/ua4OkmuCI7 https://t.co/IaoUt3yC7S
296,Iran #Earthquake very sad https://t.co/axekrQw8sp
297,Iran: Blood donors go all-out in Tehran for earthquake casualties https://t.co/Aiv5zYRQMF https://t.co/D7y9GYktZy
298,A Massive Earthquake Has Killed Hundreds In Iraq And Iran | NBC News https://t.co/bsyVNj5XqQ #NewInVids https://t.co/Zw2asEoF1i
299,Devastating blow to the people of #Iran &amp; #Iraq #earthquake https://t.co/JGjKvxt9a0
300,#Earthquake near #Iraq - #iran border...and it is rising ...No of people who die is not confirmed yet..ὡEὡEὡE https://t.co/T0Vr3INKkV
301,"#Iran's @EtemadDaily front page: You're not alone, #Kermanshah. #earthquake https://t.co/xzBxVdPHTf"
302,"Iraq: War Ends, Then Earthquake By Abiodun Giwa https://t.co/xZt1GzTj7L https://t.co/tQfrWG65N8"
303,Number Of Dead Rises Above 450 After Earthquake Strikes Iran And Iraq - NDTV https://t.co/ZGKMTgQfDC #news https://t.co/PmeOpuOGUw
304,Travel:Tourism&gt; Massive 7.2 magnitude earthquake in Iran kills =&gt; https://t.co/KpzmTONC6W #Tourism https://t.co/n2bnoF0f04
305,Iran nuclear weapon detonation causes catastrophic 7.3 magnitude earthquake on 12 November 2017 https://t.co/uprYdvauVC
306,"Island resident feels earthquake hit, comes to aid of victims in Iran https://t.co/BRyG7ZdFKa #pei https://t.co/whBzccmzAM"
307,Felt earthquake M4.1 strikes 49 km W of Sarpol-e Z̄ahāb (Iran) 58 min ago. Please report to: https://t.co/WXEzJwMqhB https://t.co/eenPNtE8O9
308,"Iran-Iraq Earthquake, NSA Leaks, Apple Face ID Hacked, and More #Security #safety https://t.co/Ahg1s2rX8R https://t.co/GU2MCc9IKX"
309,pray to #kermanshah #IRAN ὢ2ὢ2 #earthquake . . . . https://t.co/6pQBRZ17PD
313,@BBCBreaking @BBCWorld The edge of delight and tragedy Catch the moment u live #Iran #earthquake #sadness https://t.co/NQVvBFWYgl
314,Massive Earthquake Strikes Iraq As Star Of Bethlehem Rises Over Israel https://t.co/b9MEDXiYfy https://t.co/tUS2oSsJPQ
315,#IranQuake #IraqEarthquake Daily map by @reliefweb https://t.co/g4YkVT8nK6 https://t.co/yr7RMdujUt
316,#Earthquake #Séisme #Irak #Iran - all My deep condolences - May God help them - (any Gods) #Solidarity https://t.co/MPNv7rxXt6
320,Click HERE➡️https://t.co/f6Dy9ZrFar #Finance #Politics #Business ▶️Iran-Iraq Earthquake Kills More Than 450 https://t.co/yNfVGeSFYU
321,Rescue workers continue to search through rubble following earthquake in iran and iraq. https://t.co/e3hRhRc3AT https://t.co/r5MJV1hId3
322,1/ Messages of solidarity from Mexico to Iran's earthquake victims in #SeeYouinIran https://t.co/60h14Y0IEx
323,Bernie Sanders calls on Trump to help Iran after deadliest earthquake of 2017 https://t.co/FRalNUzpaa https://t.co/kSaW4l6g8V
324,Iran earthquake: Death tоll sоars tо mоre than 450 https://t.co/8EoDCDtBxv https://t.co/FNgpfzJFWC
325,"USGS:M 4.1 - 33km E of Al Miqdadiyah, Iraq https://t.co/jfTdk5VAWQ #earthquake https://t.co/UfJm4MU5BY"
326,Locke Middle School seismogram of M7.3 earthquake in Iraq on Nov 12 and M6.5 earthquake in Costa Rica on Nov 13. https://t.co/sxb27BY9ON
327,"Turkey steps up to aid Iraq earthquake victims, fastest and largest action among any other country https://t.co/No22LJj29j"
328,"#Earthquake Detected! – M 4.5 – 5km WSW of Sarpol-e Zahab, Iran https://t.co/Kpaqsm7gos https://t.co/i6s42Mnxa2"
329,Iran ends rescue operations as toll in powerful earthquake reaches 450 https://t.co/nR3N7hSmZQ https://t.co/cNcEiCCQJt
330,Thinking of the ἞E἟7 Iran's and ἞E἟6 Iraq's victims of the earthquake .... https://t.co/p0460HFtep
331,FAQ on Iran Earthquake Relief https://t.co/3cId0TXJ68 https://t.co/uCdZz54FJa
332,"Iranians donate blood after a 7.3-magnitude #earthquake hits western Iran, November 13, 2017. https://t.co/S7L8Tf602R"
333,https://t.co/qV7SzI8a6H Watch Now 330 Killed Earthquake 7.5 Magnitude In Iraq And Kuwait https://t.co/a2e8ASE1bY
334,ICYMI: Earthquake aftershocks shake Iraq-Iran border https://t.co/WZwxxBWqay https://t.co/avMSkd9IGA
335,"China offers aid to Iran, Iraq after earthquake kills over 400 https://t.co/res5vkA7ph https://t.co/k385Bwde8y"
336,Deadly Earthquake Hits Iran and Iraq | NBC Nightly News https://t.co/1dexMg0q3H https://t.co/y0wCvDdWFU
337,Earthquake relief in Iran and Iraq a difficult task https://t.co/eYdgz4IDVi https://t.co/Y60HBBB8O0
338,"Iran-Iraq earthquake: 450 dead, 7,000 injured as Iranian rescue missions wind down https://t.co/IfAwYPwWeF https://t.co/EY1wzX6pa6"
339,Heartbreaking image of my kind people from earthquake in kermanshah(iran) https://t.co/244jXsxuuh
340,A terrifying chill runs down the spine seeing these images from earthquake-hit Iraq. God give them strength. https://t.co/CDx08WI1cM
343,Iran quake survivors endure second night without shelter see here &gt;&gt; https://t.co/shSuKTzeZc https://t.co/NmJmzZFNhP
344,Quake leaves trail of death and destructions #Iraq #earthquake #Bahrain https://t.co/z2rvTluuBK https://t.co/T4NUJONCCc
345,Iraq Earthquake: Middle East rocked by 7.3 magnitude #MiddleEastNews #BreakingNews #News https://t.co/8lwXrRij9V. https://t.co/eXfgiVjrKe
346,Praying for earthquake victims &amp; their families in Iran &amp; Iraq. https://t.co/AOzHsDRKX1
347,Thousands of Iranians homeless after strong Iraq-Iran earthquake | https://t.co/8vlnpjVhe1 #PHNews https://t.co/9PpEnRme9o
348,‘Buildings became coffins’: Rescuers hunt for survivors in Iran earthquake debris https://t.co/tbwMbUu4CR https://t.co/2ipfYcXroG
349,Earthquake death toll reaches 450; Iran battles to shelter survivors https://t.co/raXCBDDAMy https://t.co/cf4IFmc9cL
350,S. Mohadjer @pars_quake and @uni_tue explains #Iran #Iraq #earthquake. @bbcpersian https://t.co/Ivtg2r7xMf https://t.co/IItpkisSj5
351,"Iran Kermanshah: Tagh Bostan 1500 years ago O God, allow the people of Kermanshah earthquake to suffer. https://t.co/RDhZF0EWke"
352,God save all the people of the world from natural disasters. My country is Iran #earthquake in Kermanshah https://t.co/EBpz36Hqhz
353,Iran in Mourning After Earthquake that Killed 430 https://t.co/0zSZ87lmKR https://t.co/2SG4vfoXfP
354,Iran Halts Earthquake Rescue Operations As Survivors Battle Hunger And Cold https://t.co/yITQrn47Ui https://t.co/Nnk5PNvjtp
355,Iran Mourns Victims of Sunday's 7.3-Magnitude Earthquake https://t.co/Knq75Prioy #Middle_East https://t.co/SpqQsIV51q
356,https://t.co/nPZr2bdspj Install #WordPress on VPS in a click https://t.co/8tiYFUnPSV #SEO #blog | How social media… https://t.co/niW4LDVpJv
357,US Condoles with Iran over Deadly Earthquake https://t.co/Vk4LVLSwkH https://t.co/9D4zt8KFYV
358,Aftermath of earthquake in Darbandikhan https://t.co/nq4Qini7Dk https://t.co/GCN8BXfQxe
359,"Iraq, Earthquake on 12-11-2017, The damage that hit the castle of Shirwana archaeological in Kalar - Sulaymaniyah. https://t.co/zMMR1SmnXl"
363,Earthquake destroys only hospital in worst hit area of Iran https://t.co/BFAwhQuFmn https://t.co/yRIFp5VQPz
364,"12,000 Houses Destroyed by Earthquake in #Iran|ian #Kurdistan - #BasNews https://t.co/FPkvL0B4oV https://t.co/lwmJ0lunHD"
365,We're updating our live blog on the Iran-Iraq #earthquake. Check it out here: https://t.co/mtfY2pBokJ https://t.co/CieUtCcbpW
366,CAN YALL BELIEVE ENRIQUE IS THE OOOOOONLY CELEBRITY WHO SPOKE ABOUT THE EARTHQUAKE IN IRAN/IRAQ? https://t.co/sH3jEPpGuQ
367,Iran-Iraq Bоrder Earthquake Devastates Tоwn Targeted bу Saddam Hussein https://t.co/0gbZGe7SJa https://t.co/AWJhdXKAEw
368,"November 12, 2017 The strong earthquake on Iran-Iraq border killed about 450 people https://t.co/HCp7UcvPPY https://t.co/JiSbywYta8"
369,Turkish Red Crescent cooperates with Iraqi Red Crescent in order to alleviate needs of earthquake victims in Iraq. https://t.co/ZXlxqeMYjv
373,[USAToday] Raw: Over 400 known dead in Iran earthquake https://t.co/hqjmwSSyua https://t.co/QXdCmHytEQ
374,@Iran #LOVE IS EVERYWHERE WE CAN. BE GOOD. ALLAH IS WATCHING NO HIGHER JUDGE THAN ALLAH. #EARTHQUAKE https://t.co/4yU7zBEyY3
375,"In pictures: Deadly earthquake jolts Iran, Iraq-https://t.co/D05zqoEyAA https://t.co/FhUnOzM8Hg"
376,It fucking hurts when you can't do anything for your people .. واقعا خدایی هست ؟ #iranEarthquake #Iran #earthquake https://t.co/MQDfG2HKf4
377,exclusive to odynaijaUpdate: Iran-Iraq Earthquake Kills at Least 430 https://t.co/MwXJWWX1GP https://t.co/m6ZoI0wk51
378,"New story on NPR: After Deadly Earthquake, Iran Declares A National Day Of Mourning https://t.co/hGhPRNhJQx https://t.co/mm9NNEZBaZ"
379,RT @thenews_intl: Magnitude 7.2 quake hits Iraq without reports of major damage https://t.co/8Jm1jXFbn0 https://t.co/zPrmjUuZWW
380,Two Babies Born in Makeshift Hospital amid Iran Earthquake https://t.co/vaAyiSM5nc https://t.co/N8HX4KddqO
381,President Xi sends condolences over earthquake along Iran-Iraq earthquake https://t.co/alJ1zagxJQ #XiJinping https://t.co/v1L8yt29uF
382,No action from Iran government and other countries to help recent earthquake in Iran because they are Kurds! https://t.co/a6k7puB3oe
386,@statedeptspox My house wall after earthquake location Iraq Kirkuk https://t.co/PAtqunxZPV
387,Quake kills 430 in Iranian border region rebuilt after war https://t.co/vupKQ1i1uK https://t.co/ghzamRSFTB
388,President Dr. Kerem Kinik in Darbendixan district of Iraq which suffered the most from the earthquake. https://t.co/RvvX9OxAt2
391,Rouhani tours Iran earthquake devastation; death toll beyond 450 https://t.co/kluSsc02ij https://t.co/VwJx9yMteD
392,Iran-Iraq earthquake caught on live tv; heres more https://t.co/xa1zOGuUUF https://t.co/BqhnZPTPuH
393,Iran: Survivors struggle in aftermath of year's most deadly earthquake - https://t.co/NvSfzIjJ2m https://t.co/jSs0B4PxMZ
394,Earthquake hits Iran &amp; Iraq on Sunday 12 November 9.18pm local time! What Quran Says about the Judgement day? https://t.co/5HaPvLRKB2
395,530 people dead in the Iraq-Iran border town earthquake with more bodies discovered. https://t.co/0Zbhi2hNKb
396,If you wish to help the victims of the #Earthquake - you are welcome to make a donation! #Kurdistan #Iraq #Iran https://t.co/pDcwzVNHmT
397,"Rescuers Search Debris in Tragic Iran-Iraq Earthquake, https://t.co/emvtZuSpVt https://t.co/3FeR19q6Da"
398,Heartbreaking ὢ5Ὁ4ὤFἿB#earthquake #Iran #praying #Help #sadnews #humanity https://t.co/ZTKOSeFpmh
399,#Earthquake in #Iran Outside in the town of Sarpol-e Zahab . Thousands homeless. ὏7 by @AttaKenare @afpphoto #AFP https://t.co/VFRPSS4gk7
402,My Mom's earthquake experience (she's in Kuwait) in a nutshell. ὠ2ὠ2ὠ2ὠ2ὠ2ὠ2 https://t.co/48LrLrniAw
403,Kermanshah City had earthquake and near iraq +_+ @PadreMedium https://t.co/NMpbF54DD9
404,“Schools Destroyed in #IranEarthquake to Be Reconstructed Soon” https://t.co/nmRYDQtMsK https://t.co/vgkrZ2wPvL
405,"Rescue workers in Iran search for survivors after blocks in town of 30,000 people collapsed https://t.co/jRFrOGhrDL https://t.co/92VIR1GFPh"
406,"Kianoush rostami, will auction his Olympic gold medal to help the country's earthquake-stricken country (Iran). https://t.co/Kx2mciybOz"
407,Despair as death toll jumps after massive #Iran quake https://t.co/WT84fdLCrJ https://t.co/I78yzowIWx
409,Olympic champion to auction gold medal for Iran earthquake victims https://t.co/Frajak86kD https://t.co/cYr3ZmSClS
410,Low-quality construction a major factor in Iran earthquake deaths https://t.co/hOTcQh8EKM https://t.co/ykp5Fg10lj
413,Iran pledges swift aid after major quake kills 400 https://t.co/HGEzcCnpBq https://t.co/Ij7LHbV3p4
414,Al-Maliki: Bahrainis in Iraq not Affected by Earthquake https://t.co/OapQ89eGbP https://t.co/labYCAzQZf
415,Earthquake Victims in Iran. Any help goes a long way... https://t.co/RXUVRX9daV
416,Iran earthquake survivors plead for help https://t.co/lflqgyJerr #breakingnews https://t.co/9NXleHuWmD
417,IMPLICATIONS OF #IRAN'S LATEST DEVASTATING #EARTHQUAKE https://t.co/AoW6JYlO9A #HumanRights #UNGA https://t.co/E1Xkus0AHm
418,Iran-Iraq earthquake: Rouhani vows action over collapsed buildings https://t.co/LnYMpVd7CU https://t.co/TL5z5GBsrg
419,https://t.co/3sKzbyhphV https://t.co/yn69QZjgdS convert partial rss to FULL RSS! #autoblog #SeoService | How social… https://t.co/478rbuKpU1
420,530 people have died so far from huge earthquake in Iran. These people need our prayers now! https://t.co/gIlhx3BieF
421,Eerie photo of earthquake devastation in Sarpol-e Zahab #Iran https://t.co/P9Wip4CuwS
422,Iran’s earthquake death toll raised to 530: declared an emergency https://t.co/rzx5zDge0h https://t.co/wvx2DrQlhG
423,Iran Iraq earthquake: Concern over Darbandikhan dam https://t.co/bED8b2DRd5 https://t.co/02hDd7Bzf3
424,#foxnews #cnn #ap #Iran National Television (INTV) donates to the victims of the earthquake https://t.co/5t7ubb9s9N https://t.co/B8q7oOjy6O
425,"Earthquake in northeast Iraq 14 November 2017 – 12:30, Flash Update #3 https://t.co/XZvz651uUL https://t.co/ii56a9kalX"
426,The death toll of 530 made it Iran’s deadliest earthquake in over a decade. https://t.co/RmmIW83k8i #news #World https://t.co/SN8FHMsi2m
427,"It's so sad to hear about the families in Iran, Iraq has lost so many people doing a earthquake. ὤF❤️ https://t.co/2x0iAAD8Fk"
428,Buildings investigation launched in wake of Iran earthquake https://t.co/zVR4tGU0ad https://t.co/Y8tIR82ufy
429,Deepest condolences to families of people were killed in #Iran #Iraq #Earthquake. #CyrusBalarak https://t.co/U2kYuC1Y62
430,Pray for iran #earthquake #earthquakeiran ἞E἟7 #زلزله ᾔ0ὢ2#تسلیت_کرمانشاه https://t.co/GIM9Ui3wyM
431,"#Iran calls off earthquake rescue, shifts to providing aid for thousands left homeless https://t.co/p9VMVDkB4u https://t.co/cDwm9x1ik3"
432,Top #Lebanese figures condole with #Iran on earthquake https://t.co/6sc2e78q1S #IranQuake https://t.co/Uo8E2two3J
433,Devestating 7.2 earthquake in Iran ὢDὢD people in needs of help ὢDὢDὢD https://t.co/rzHx0IH58B
434,(Iran-Iraq earthquake devastates rural region - CNN Video) - https://t.co/xc9bZk6Gu4 https://t.co/TCCtASkzBu
435,"One restaurant donated 3,000 falafel sandwiches to the earthquake victims #Kermanshah #Iran https://t.co/44hziFiOsf"
436,Hundred earthquake victim families in Khanaqin city of Iraq were received food support today. https://t.co/VJxUr1yTYo
440,#Iran's Devastating #Earthquake Sparks Criticism of Regime's Response. https://t.co/c2PqS2ETWw https://t.co/YgJjW2BHFU
441,#Earthquake ML 3.9 EASTERN IRAN https://t.co/S3WsORq28Q - EMSC https://t.co/IiUBm1UJmr
442,"#BREAKING: Israeli PM Netanyahu offers aid to Iraq, Iran through Red Cross for earthquake relief https://t.co/hUTHZATBIl"
443,World Leaders Offer Condolences to Iran And Earthquake Survivors https://t.co/WsUsSTd7Jx https://t.co/4Hv0jCMwOA
444,Iran-Iraq Earthquake: President Rouhani Speaks In Sarpol-E Zahab (Sourced by ENEX) https://t.co/3GJeQjTQAJ https://t.co/GVHumJnaHK
445,#news #summary: comments on daily chart: a 7.3-magnitude earthquake on the iran-iraq border leaves hundreds dead https://t.co/HBcVlvAGe6
446,Checking in on the #Iraq / #Iran border after that devastating earthquake on Sunday. #OSINT #News https://t.co/wghN2jXlme
447,Netanyahu: We offered assistance to Iran earthquake victims https://t.co/6qw8i2E56m via @ArutzSheva_En https://t.co/Ob1yEOKm4S
