text,date,processed_text
" A lot of suffering going on in the world right now. Prayers to the victims, survivors &amp; their families.     ",2023-02-07 13:06:45+00:00, lot of suffering going on in the world right now prayers to the victims survivors amp their families 
The Israeli Search &amp; rescue delegation ( a team of 150 ) together with humanitarian aid has arrived in Turkey and started their work on the ground. We hope &amp; pray for their and everybody's safety and that lives will be saved 🙏🇹🇷🇮🇱   ,2023-02-07 13:06:46+00:00,the israeli search amp rescue delegation team of together with humanitarian aid has arrived in turkey and started their work on the ground we hope amp pray for their and everybody safety and that lives will be saved 
Hatay... ,2023-02-07 13:06:58+00:00,hatay 
" Blue Sky  is sending the first batch of 60 members to  for  rescue and relief, including members from  province. Members from Jiangsu have departed from different cities in  asap.   ",2023-02-07 13:07:05+00:00, blue sky is sending the first batch of members to for rescue and relief including members from province members from jiangsu have departed from different cities in asap 
Prayers for the people of  and  in this tough and testing times. My heartfelt condolences to the families of deceased and may God bless them.       ,2023-02-07 13:07:24+00:00,prayers for the people of and in this tough and testing times my heartfelt condolences to the families of deceased and may god bless them 
"'We will try and help them as much as we can to save lives'LT. Shani Hechter of the  gives un update on  'Operation Olive Branch,' where 150 Israeli army rescuers are en route to  to help in earthquake rescue efforts   ",2023-02-07 13:07:37+00:00, we will try and help them as much as we can to save lives lt shani hechter of the gives un update on operation olive branch where israeli army rescuers are en route to to help in earthquake rescue efforts 
Donations 2 reputable aid organizations &amp;disaster relief efforts can make a significant difference in the lives of those affected. Evry little bit helps &amp;the ppl of  need our help now more than ever. Let's come 2gether &amp;support those n need during ths difficult tm,2023-02-07 13:07:46+00:00,donations reputable aid organizations amp disaster relief efforts can make significant difference in the lives of those affected evry little bit helps amp the ppl of need our help now more than ever let come gether amp support those need during ths difficult tm
 We rise above politics and other considerations when there is a call for humanity’s sake. This is the greatness of our Country. 🇮🇳🇮🇳,2023-02-07 13:07:56+00:00, we rise above politics and other considerations when there is call for humanity sake this is the greatness of our country 
A miracle baby who was born under the rubble of collapsed buildings in Syria has devastatingly been made an orphan as her parents and siblings did not make it out alive.   ,2023-02-07 13:07:58+00:00, miracle baby who was born under the rubble of collapsed buildings in syria has devastatingly been made an orphan as her parents and siblings did not make it out alive 
We are in a really difficult situation and we’ve been texting you since yesterday. WHERE ARE YOU?  ,2023-02-07 13:08:15+00:00,we are in really difficult situation and we ve been texting you since yesterday where are you 
This image from  has broken my heart into million pieces 💔  🤲      ,2023-02-07 13:08:15+00:00,this image from has broken my heart into million pieces 
Please help and spread this tweet.   ,2023-02-07 13:08:42+00:00,please help and spread this tweet 
 ( M3.4 strikes 32 km W of  ( 15 min ago. More info: ,2023-02-07 13:08:43+00:00, strikes km of min ago more info 
BREAKING NEWS UPDATE:Rescue teams can't reach all affected areas.People still dying.( Footage is shot on 07.02.2023)            ,2023-02-07 13:08:55+00:00,breaking news update rescue teams can reach all affected areas people still dying footage is shot on 
 Revisiting India's efforts to aid nations rocked by natural disasters in past decadeBy:       ,2023-02-07 13:09:00+00:00, revisiting india efforts to aid nations rocked by natural disasters in past decadeby 
Israeli  soldiers arrived at Turkey's international airport and perform morning prayers.                 ,2023-02-07 13:09:29+00:00,israeli soldiers arrived at turkey international airport and perform morning prayers 
Ya Allah🤲 Please Help and protect Turkey people.   ,2023-02-07 13:09:32+00:00,ya allah please help and protect turkey people 
Gaziantep ‼️          ,2023-02-07 13:09:52+00:00,gaziantep 
Strong earthquakes struck Turkey and Syria on Monday. The region is frequently hit by tremors. Here's whyTo Read More   ,2023-02-07 13:10:00+00:00,strong earthquakes struck turkey and syria on monday the region is frequently hit by tremors here whyto read more 
 Drone footage captures devastating visuals in Hatay     ,2023-02-07 13:10:00+00:00, drone footage captures devastating visuals in hatay 
"Just a quick note that Turkiye has asked the international community to spell their name correctly. Just update your brain, no need to get upset about it.     ",2023-02-07 13:10:09+00:00,just quick note that turkiye has asked the international community to spell their name correctly just update your brain no need to get upset about it 
Strong Bonding between Nature and Animals/Birds. i.Early morning on 6th Jan in   a howling dog tried it best to warn about the earthquake. ii. Strange behaviour was observed before earthquake in ,2023-02-07 13:10:19+00:00,strong bonding between nature and animals birds early morning on th jan in howling dog tried it best to warn about the earthquake ii strange behaviour was observed before earthquake in 
Turkish Land Forces' CH-47s departing Ankara for supply and crew transportation  🇹🇷 ,2023-02-07 13:10:43+00:00,turkish land forces ch departing ankara for supply and crew transportation 
"A copy of Quran was burnt in  which caused a lot of attacks from  Plus,  said Turkey won't accept Sweden to  According to their Islamic belief, the TRAGEDY must have happened in Sweden...Your beliefs are not important for NATURE.",2023-02-07 13:11:12+00:00, copy of quran was burnt in which caused lot of attacks from plus said turkey won accept sweden to according to their islamic belief the tragedy must have happened in sweden your beliefs are not important for nature 
 Here are the latest developments from India and abroad    ,2023-02-07 13:11:41+00:00, here are the latest developments from india and abroad 
BREAKING! Pray For Turkey🇹🇷 Pray for Humanity 😢           ,2023-02-07 13:11:58+00:00,breaking pray for turkey pray for humanity 
PRAY FOR TURKIYE 🇹🇷🥹 blink and lilies Indonesia's support with any amount of donation is very valuable for them.  You can submit it here.   ,2023-02-07 13:11:59+00:00,pray for turkiye blink and lilies indonesia support with any amount of donation is very valuable for them you can submit it here 
I’m gonna tell my grandchildren that this was the Chinese spy balloon                    ,2023-02-07 13:12:03+00:00, gonna tell my grandchildren that this was the chinese spy balloon 
***UPDATE***:       ,2023-02-07 13:12:23+00:00, update 
"Dear Crypto community from all over the world,  faced 2 main earthquakes - 7.8 and 7.7 unfortunately.✅ I’ll collect all reputable donation initiatives in this thread. Please follow and spread it with RT&amp;likes. ❗️Lot’s of scam crypto donations.  ",2023-02-07 13:12:40+00:00,dear crypto community from all over the world faced main earthquakes and unfortunately ll collect all reputable donation initiatives in this thread please follow and spread it with rt amp likes lot of scam crypto donations 
 special forces come to  to help  victims.   ,2023-02-07 13:12:49+00:00, special forces come to to help victims 
Son Not   ,2023-02-07 13:12:56+00:00,son not 
Shocked and saddened by the news of the massive earthquake in Turkey and Syria.. Our hearts go out to those impacted and we send our sincerest condolences to those who have lost loved ones..   ,2023-02-07 13:13:16+00:00,shocked and saddened by the news of the massive earthquake in turkey and syria our hearts go out to those impacted and we send our sincerest condolences to those who have lost loved ones 
Heartbreaking...  ,2023-02-07 13:13:22+00:00,heartbreaking 
"This video broke my heart 💔The little girl says to the rescuer when he reaches her: Get me out from under this wreckage,sir,me and my sister &amp; I will become your slave.         ",2023-02-07 13:13:43+00:00,this video broke my heart the little girl says to the rescuer when he reaches her get me out from under this wreckage sir me and my sister amp will become your slave 
"Hello,  Thank you very much for your ""Reporting on Disasters"" file. It is indeed a very useful list. Will continue to translate some parts of it into Turkish and share it with Turkish journalists working in the earthquake zone.  ",2023-02-07 13:13:52+00:00,hello thank you very much for your reporting on disasters file it is indeed very useful list will continue to translate some parts of it into turkish and share it with turkish journalists working in the earthquake zone 
            It is very painful.  ,2023-02-07 13:13:53+00:00, it is very painful 
"The death toll surpassed 5,000 in Turkey and Syria following a devastating magnitude 7.8 earthquake that hit southern Turkey shortly after 4 a.m. local time Monday.  ",2023-02-07 13:14:01+00:00,the death toll surpassed in turkey and syria following devastating magnitude earthquake that hit southern turkey shortly after local time monday 
Thank you very much. 🙏🏾🙏🏾🙏🏾🙏🏾🌟🌟🌟 These help means a lot for us both for the victims under the rubbles and for those who get anaxious as the time gets tighter. 💔😔     💔😔,2023-02-07 13:14:02+00:00,thank you very much these help means lot for us both for the victims under the rubbles and for those who get anaxious as the time gets tighter 
Turkey has declared a three-month state of emergency in areas struck by two massive earthquakes   ,2023-02-07 13:14:15+00:00,turkey has declared three month state of emergency in areas struck by two massive earthquakes 
